RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
2133,15234,2010-03-12,2010-03-01,12,1800,0,150,1800.00,Toby Payne,Altera Corporation,Technology,Semiconductors,Sunrise,33322,Florida,South,2010-03-13,1,Consulting - Market Research,Consulting,Business Model,Jacob Manziel,Frank Mitchell,57,1,0.62
2134,15236,2012-04-09,2012-04-01,33,5280,0.06,160,4963.20,Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Norristown,19401,Pennsylvania,East,2012-04-10,1,Development - Java,Development,Business Logic,Isabella Douglas,Allen Young,75,1,0.53
2135,15236,2012-04-09,2012-04-01,30,3750,0.01,125,3712.50,Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Penn Hills,15235,Pennsylvania,East,2012-04-11,2,Training - SQL,Training,Market Research,Abigail Young,Allen Young,50,1,0.60
2136,15264,2011-11-17,2011-11-01,3,480,0.07,160,446.40,Ben Blacks,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,Watertown,13601,New York,East,2011-11-19,2,Development - Java,Development,Development,Olivia Sullivan,Allen Young,53,1,0.67
2137,15264,2011-11-17,2011-11-01,13,2600,0.07,200,2418.00,Ben Blacks,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,Watertown,13601,New York,East,2011-11-17,0,Development - Scala,Development,Market Research,Ava Wilson,Allen Young,67,1,0.67
2138,15270,2009-01-31,2009-01-01,36,3960,0,110,3960.00,Maria Ferguson,Liberty Media Corporation,Consumer Services,Broadcasting,West Palm Beach,33407,Florida,South,2009-02-02,2,Development - Python,Development,Business Model,Michael Alister,Frank Mitchell,68,1,0.38
2139,15271,2010-07-25,2010-07-01,18,2250,0.01,125,2227.50,Elpida Elijah,"Fiserv, Inc.",Technology,EDP Services,Wilmington,19805,Delaware,East,2010-07-25,0,Training - Development,Training,Business Model,Jacob Manziel,Allen Young,57,1,0.54
2140,15271,2010-07-25,2010-07-01,7,1050,0.03,150,1018.50,Elpida Elijah,"Fiserv, Inc.",Technology,EDP Services,Wilmington,19805,Delaware,East,2010-07-25,0,Consulting - Market Research,Consulting,Market Research,Liam Franklin,Allen Young,52,1,0.65
2141,15296,2012-08-07,2012-08-01,38,7600,0.02,200,7448.00,Nick Murdock,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Winter Haven,33881,Florida,South,2012-08-09,2,Development - Big Data,Development,Java,Noah Smith,Frank Mitchell,59,1,0.71
2142,15300,2011-02-08,2011-02-01,42,4620,0.05,110,4389.00,Cari Radford,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Provo,84604,Utah,West,2011-02-10,2,Development - Python,Development,Python,Sophia Dixon,Bob Turner,71,1,0.35
2143,15303,2010-09-13,2010-09-01,21,3360,0.02,160,3292.80,Fred Overcash,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Colorado Springs,80906,Colorado,West,2010-09-14,1,Development - Java,Development,Market Research,Elizabeth Carter,Bob Turner,52,1,0.68
2144,15303,2010-09-13,2010-09-01,18,2700,0.02,150,2646.00,Fred Overcash,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Colorado Springs,80906,Colorado,West,2010-09-15,2,Consulting - Business Model,Consulting,Front End Web,Daniel Tusk,Bob Turner,45,1,0.70
2145,15329,2012-04-27,2012-04-01,34,5100,0.04,150,4896.00,Rob Cano,Yahoo! Inc.,Technology,EDP Services,Mason City,50401,Iowa,Central,2012-04-27,0,Consulting - Business Model,Consulting,SQL,Noah Smith,Josh Martinez,59,1,0.61
2146,15332,2010-05-30,2010-05-01,6,960,0.1,160,864.00,Maria Wilson,Linear Technology Corporation,Technology,Semiconductors,Gladstone,64118,MO,Central,2010-06-01,2,Development - Java,Development,Business Model,Emma Watson,Josh Martinez,67,1,0.58
2147,15335,2010-09-17,2010-09-01,26,3900,0.1,150,3510.00,Thea Clark,"Verisk Analytics, Inc.",Technology,EDP Services,Jacksonville,32216,Florida,South,2010-09-19,2,Consulting - Business Model,Consulting,Business Logic,Alexander Edison,Frank Mitchell,70,1,0.53
2148,15397,2010-02-06,2010-02-01,42,6300,0,150,6300.00,Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Hazleton,18201,Pennsylvania,East,2010-02-08,2,Consulting - Business Model,Consulting,Python,Emily Taylor,Allen Young,62,1,0.59
2149,15397,2010-02-06,2010-02-01,29,4350,0.07,150,4045.50,Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Hazleton,18201,Pennsylvania,East,2010-02-06,0,Consulting - Business Model,Consulting,Python,Alexander Edison,Allen Young,70,1,0.53
2150,15397,2010-02-06,2010-02-01,43,5160,0.01,120,5108.40,Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Hazleton,18201,Pennsylvania,East,2010-02-07,1,Development - Business Logic,Development,Market Research,Mia Moore,Allen Young,51,1,0.58
2151,15399,2012-05-13,2012-05-01,38,5700,0.02,150,5586.00,Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Coventry,2816,Rhode Island,East,2012-05-15,2,Consulting - Market Research,Consulting,Database,Mia Moore,Allen Young,51,1,0.66
2152,15399,2012-05-13,2012-05-01,7,875,0.01,125,866.25,Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Lyndhurst,7071,New Jersey,East,2012-05-15,2,Training - Development,Training,Development,Ethan Bird,Allen Young,60,1,0.52
2153,15399,2012-05-13,2012-05-01,46,6900,0.04,150,6624.00,Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Saco,4072,Maine,East,2012-05-14,1,Consulting - Market Research,Consulting,Business Logic,Mia Moore,Allen Young,51,1,0.66
2154,15425,2011-07-25,2011-07-01,29,4350,0.08,150,4002.00,Larry Elliston,Comcast Corporation,Consumer Services,Television Services,Draper,84020,Utah,West,2011-07-29,4,Consulting - Business Model,Consulting,Big Data,Liam Franklin,Bob Turner,52,1,0.65
2155,15428,2011-02-09,2011-02-01,50,7500,0.09,150,6825.00,Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Aloha,97007,Oregon,West,2011-02-10,1,Consulting - Business Model,Consulting,Tableau,Michael Alister,Bob Turner,68,1,0.55
2156,15428,2011-02-09,2011-02-01,10,1500,0.01,150,1485.00,Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Aloha,97007,Oregon,West,2011-02-12,3,Consulting - Market Research,Consulting,Python,Sophia Dixon,Bob Turner,71,1,0.53
2157,15462,2011-02-26,2011-02-01,20,3200,0.08,160,2944.00,Luke Dana,Intel Corporation,Technology,Semiconductors,Myrtle Beach,29577,South Carolina,South,2011-02-27,1,Development - Java,Development,.Net,Mia Moore,Frank Mitchell,51,1,0.68
2158,15463,2010-07-24,2010-07-01,48,5280,0.04,110,5068.80,Evan Ryan,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Hammond,46324,Indiana,Central,2010-07-26,2,Development - Python,Development,Big Data,Alexander Edison,Josh Martinez,70,1,0.36
2159,15491,2012-01-18,2012-01-01,5,750,0.01,150,742.50,Michael Goranitis,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Long Beach,39560,Mississippi,South,2012-01-18,0,Consulting - Market Research,Consulting,Javascript,Mason Gibson,Frank Mitchell,71,1,0.53
2160,15524,2012-05-11,2012-05-01,27,3780,0.03,140,3666.60,John Connell,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Garner,27529,North Carolina,South,2012-05-12,1,Development - Front End Web,Development,Tableau,Jayden Hamilton,Frank Mitchell,71,1,0.49
2161,15591,2012-06-06,2012-06-01,31,3875,0,125,3875.00,Brad Jacobs,Viacom Inc.,Consumer Services,Television Services,Tinley Park,60477,Illinois,Central,2012-06-08,2,Training - SQL,Training,Strategy,Daniel Tusk,Josh Martinez,45,1,0.64
2162,15616,2012-03-23,2012-03-01,12,1800,0.01,150,1782.00,Carlos Kinney,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Pomona,91767,California,West,2012-03-24,1,Consulting - Business Model,Consulting,Tableau,Noah Smith,Bob Turner,59,1,0.61
2163,15616,2012-03-23,2012-03-01,34,4080,0.09,120,3712.80,Carlos Kinney,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Pomona,91767,California,West,2012-03-25,2,Development - Business Logic,Development,Tableau,Noah Smith,Bob Turner,59,1,0.51
2164,15618,2010-08-04,2010-08-01,9,990,0.06,110,930.60,Joy Moren,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Terre Haute,47802,Indiana,Central,2010-08-07,3,Development - Python,Development,.Net,Emily Taylor,Josh Martinez,62,1,0.44
2165,15618,2010-08-04,2010-08-01,44,4840,0.08,110,4452.80,Joy Moren,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Terre Haute,47802,Indiana,Central,2010-08-06,2,Development - Python,Development,Python,Michael Alister,Josh Martinez,68,1,0.38
2166,15618,2010-08-04,2010-08-01,14,2100,0.06,150,1974.00,Joy Moren,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Terre Haute,47802,Indiana,Central,2010-08-06,2,Consulting - Market Research,Consulting,Business Logic,Ethan Bird,Josh Martinez,60,1,0.60
2167,15619,2011-06-28,2011-06-01,36,5040,0.05,140,4788.00,Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Kingston,2364,MA,East,2011-07-02,4,Development - Database,Development,Business Logic,Elizabeth Carter,Allen Young,52,1,0.63
2168,15619,2011-06-28,2011-06-01,9,1125,0.1,125,1012.50,Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Waterville,4901,Maine,East,2011-07-05,7,Training - Development,Training,Database,Olivia Sullivan,Allen Young,53,1,0.58
2169,15621,2011-09-24,2011-09-01,18,2160,0.02,120,2116.80,Gene Zandusky,Starbucks Corporation,Consumer Services,Restaurants,Muscatine,52761,Iowa,Central,2011-09-25,1,Development - Business Logic,Development,Development,Liam Franklin,Josh Martinez,52,1,0.57
2170,15621,2011-09-24,2011-09-01,39,7800,0.02,200,7644.00,Gene Zandusky,Starbucks Corporation,Consumer Services,Restaurants,Muscatine,52761,Iowa,Central,2011-09-24,0,Development - Big Data,Development,Python,Madison Hill,Josh Martinez,58,1,0.71
2171,15622,2011-08-25,2011-08-01,34,4250,0,125,4250.00,Cathy Molinari,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Pueblo West,81007,Colorado,West,2011-08-26,1,Training - Tableau,Training,Scala,Sophia Dixon,Bob Turner,71,1,0.43
2172,15622,2011-08-25,2011-08-01,21,2310,0.09,110,2102.10,Cathy Molinari,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Pueblo West,81007,Colorado,West,2011-08-26,1,Development - Python,Development,Market Research,Ava Wilson,Bob Turner,67,1,0.39
2173,15651,2012-10-04,2012-10-01,40,6800,0.1,170,6120.00,Anemone Joy,eBay Inc.,Miscellaneous,Business Services,Colonial Heights,23834,Virginia,South,2012-10-07,3,Development - .Net,Development,Java,William Bufont,Frank Mitchell,62,1,0.64
2174,15651,2012-10-04,2012-10-01,14,2800,0.05,200,2660.00,Anemone Joy,eBay Inc.,Miscellaneous,Business Services,Colonial Heights,23834,Virginia,South,2012-10-06,2,Development - Big Data,Development,Database,Ava Wilson,Frank Mitchell,67,1,0.67
2175,15651,2012-10-04,2012-10-01,8,1000,0.07,125,930.00,Anemone Joy,eBay Inc.,Miscellaneous,Business Services,Colonial Heights,23834,Virginia,South,2012-10-06,2,Training - Javascript,Training,Business Model,Ava Wilson,Frank Mitchell,67,1,0.46
2176,15654,2009-10-02,2009-10-01,27,3375,0.03,125,3273.75,Duane DeMoss,"Discovery Communications, Inc.",Consumer Services,Television Services,Yucaipa,92399,California,West,2009-10-04,2,Training - Tableau,Training,Javascript,Madison Hill,Bob Turner,58,1,0.54
2177,15654,2009-10-02,2009-10-01,4,600,0.02,150,588.00,Duane DeMoss,"Discovery Communications, Inc.",Consumer Services,Television Services,Yucaipa,92399,California,West,2009-10-04,2,Consulting - Strategy,Consulting,SQL,Mia Moore,Bob Turner,51,1,0.66
2178,15687,2012-04-09,2012-04-01,48,6000,0.08,125,5520.00,Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Warwick,2886,Rhode Island,East,2012-04-12,3,Training - Tableau,Training,Java,Daniel Tusk,Allen Young,45,1,0.64
2179,15712,2012-12-04,2012-12-01,1,125,0.07,125,116.25,Natalie Pelletier,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Merritt Island,32953,Florida,South,2012-12-06,2,Training - Tableau,Training,Business Model,Jacob Manziel,Frank Mitchell,57,1,0.54
2180,15714,2011-07-05,2011-07-01,50,8500,0.01,170,8415.00,MaryBeth McCrossin,NXP Semiconductors N.V.,Technology,Semiconductors,Mooresville,28115,North Carolina,South,2011-07-07,2,Development - .Net,Development,Market Research,Emily Taylor,Frank Mitchell,62,1,0.64
2181,15715,2012-10-15,2012-10-01,43,4730,0.03,110,4588.10,Kelly Bensley,"Applied Materials, Inc.",Technology,Semiconductors,Greenville,29611,South Carolina,South,2012-10-18,3,Development - Python,Development,Java,Madison Hill,Frank Mitchell,58,1,0.47
2182,15718,2009-01-27,2009-01-01,36,4320,0.09,120,3931.20,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,North Dakota,Central,2009-01-28,1,Development - Business Logic,Development,Java,Michael Alister,Josh Martinez,68,1,0.43
2183,15718,2009-01-27,2009-01-01,41,4920,0.03,120,4772.40,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Sandusky,44870,Ohio,East,2009-01-29,2,Development - Business Logic,Development,.Net,Daniel Tusk,Allen Young,45,1,0.63
2184,15718,2009-01-27,2009-01-01,50,7000,0.06,140,6580.00,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Sandusky,44870,Ohio,East,2009-01-30,3,Development - Database,Development,Python,Olivia Sullivan,Allen Young,53,1,0.62
2185,15719,2011-01-18,2011-01-01,18,2250,0.07,125,2092.50,Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Hazleton,18201,Pennsylvania,East,2011-01-19,1,Training - Development,Training,Python,Sophia Dixon,Allen Young,71,1,0.43
2186,15744,2010-03-21,2010-03-01,16,1760,0.09,110,1601.60,Jas Jarboe,DISH Network Corporation,Consumer Services,Television Services,Youngstown,44511,Ohio,East,2010-03-22,1,Development - Python,Development,Python,Elizabeth Carter,Allen Young,52,1,0.53
2187,15751,2009-08-15,2009-08-01,37,7400,0.02,200,7252.00,Maya Marie,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Rome,30161,Georgia,South,2009-08-16,1,Development - Scala,Development,Business Logic,Jayden Hamilton,Frank Mitchell,71,1,0.65
2188,15751,2009-08-15,2009-08-01,21,3150,0.01,150,3118.50,Maya Marie,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Rome,30161,Georgia,South,2009-08-16,1,Consulting - Market Research,Consulting,Business Logic,Alexander Edison,Frank Mitchell,70,1,0.53
2189,15778,2010-05-06,2010-05-01,9,1440,0,160,1440.00,Barry Packer,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Loveland,80538,Colorado,West,2010-05-08,2,Development - Java,Development,Strategy,Isabella Douglas,Bob Turner,75,1,0.53
2190,15780,2011-04-13,2011-04-01,19,2660,0.03,140,2580.20,Thomas Weimer,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Stevens Point,54481,Wisconsin,Central,2011-04-15,2,Development - Database,Development,Tableau,Noah Smith,Josh Martinez,59,1,0.58
2191,15781,2012-09-03,2012-09-01,29,4350,0.01,150,4306.50,David Hawkins,Western Digital Corporation,Technology,Electronic Components,Bristol,6010,Connecticut,East,2012-09-04,1,Consulting - Business Model,Consulting,SQL,Daniel Tusk,Allen Young,45,1,0.70
2192,15782,2012-03-30,2012-03-01,35,4375,0.1,125,3937.50,Jim Smith,KLA-Tencor Corporation,Capital Goods,Electronic Components,Cottage Lake,98072,Washington,West,2012-04-01,2,Training - Javascript,Training,Python,Ava Wilson,Bob Turner,67,1,0.46
2193,15808,2010-12-14,2010-12-01,33,4125,0.05,125,3918.75,Bill McGarr,SanDisk Corporation,Technology,Electronic Components,Fremont,68025,Nebraska,Central,2010-12-14,0,Training - SQL,Training,Business Model,Michael Alister,Josh Martinez,68,1,0.46
2194,15808,2010-12-14,2010-12-01,42,6720,0.07,160,6249.60,Bill McGarr,SanDisk Corporation,Technology,Electronic Components,Grand Island,68801,Nebraska,Central,2010-12-14,0,Development - Java,Development,SQL,Emma Watson,Josh Martinez,67,1,0.58
2195,15808,2010-12-14,2010-12-01,45,6750,0.06,150,6345.00,Bill McGarr,SanDisk Corporation,Technology,Electronic Components,Grand Island,68801,Nebraska,Central,2010-12-16,2,Consulting - Business Model,Consulting,Tableau,Liam Franklin,Josh Martinez,52,1,0.65
2196,15808,2010-12-14,2010-12-01,3,450,0.01,150,445.50,Bill McGarr,SanDisk Corporation,Technology,Electronic Components,Grand Island,68801,Nebraska,Central,2010-12-15,1,Consulting - Market Research,Consulting,Market Research,Noah Smith,Josh Martinez,59,1,0.61
2197,15815,2009-05-01,2009-05-01,43,6880,0.01,160,6811.20,Mitch Thornton,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Sandy Springs,30328,Georgia,South,2009-05-03,2,Development - Java,Development,Database,Elizabeth Carter,Frank Mitchell,52,1,0.68
2198,15815,2009-05-01,2009-05-01,24,3840,0.03,160,3724.80,Mitch Thornton,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Sandy Springs,30328,Georgia,South,2009-05-01,0,Development - Java,Development,Database,Michael Alister,Frank Mitchell,68,1,0.58
2199,15872,2012-10-30,2012-10-01,48,8160,0.01,170,8078.40,Helen Glantz,"Applied Materials, Inc.",Technology,Semiconductors,Ozark,65721,MO,Central,2012-10-30,0,Development - .Net,Development,Java,Alexander Edison,Josh Martinez,70,1,0.59
2200,15872,2012-10-30,2012-10-01,23,2530,0,110,2530.00,Helen Glantz,"Applied Materials, Inc.",Technology,Semiconductors,Ozark,65721,MO,Central,2012-11-01,2,Development - Python,Development,SQL,Madison Hill,Josh Martinez,58,1,0.47
2201,15872,2012-10-30,2012-10-01,19,2090,0.1,110,1881.00,Helen Glantz,"Applied Materials, Inc.",Technology,Semiconductors,Ozark,65721,MO,Central,2012-10-31,1,Development - Python,Development,Big Data,Jayden Hamilton,Josh Martinez,71,1,0.35
2202,15878,2010-11-04,2010-11-01,36,3960,0.05,110,3762.00,Mike Paige,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Cottage Grove,55016,Minnesota,Central,2010-11-06,2,Development - Python,Development,Java,Elizabeth Carter,Josh Martinez,52,1,0.53
2203,15904,2009-10-27,2009-10-01,39,4680,0.08,120,4305.60,Trudy Tran,Catamaran Corporation,Finance,Specialty Insurers,Jackson,38301,Tennessee,South,2009-10-28,1,Development - Business Logic,Development,Market Research,Abigail Young,Frank Mitchell,50,1,0.58
2204,15904,2009-10-27,2009-10-01,49,5880,0.09,120,5350.80,Trudy Tran,Catamaran Corporation,Finance,Specialty Insurers,Jackson,38301,Tennessee,South,2009-10-29,2,Development - Business Logic,Development,Big Data,Emily Taylor,Frank Mitchell,62,1,0.48
2205,15906,2010-09-27,2010-09-01,8,1200,0.05,150,1140.00,Ross Hastings,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,North Miami Beach,33160,Florida,South,2010-09-29,2,Consulting - Strategy,Consulting,Business Model,Mason Gibson,Frank Mitchell,71,1,0.53
